city,state,avg_price
Bloomsdale,Missouri,"$180,366.67"
Desloge,Missouri,"$180,306.67"
Middletown,Ohio,"$180,250.16"
Bloomingburg,Ohio,"$180,250.00"
Bingham,Maine,"$180,233.33"
Dixmoor,Illinois,"$180,216.67"
Duffield,Virginia,"$180,212.38"
Ovapa,West Virginia,"$180,166.67"
Jackson,Michigan,"$180,162.12"
Plainfield,Wisconsin,"$180,140.00"
Sidney,New York,"$180,126.67"
Pierce,Nebraska,"$180,000.00"
Topsham,Vermont,"$180,000.00"
Budd Lake,New Jersey,"$180,000.00"
Isabella,Minnesota,"$180,000.00"
Mappsville,Virginia,"$180,000.00"
Friendship,Arkansas,"$180,000.00"
Smithwick,South Dakota,"$180,000.00"
West Collingswood Heights,New Jersey,"$180,000.00"
Rockford,Iowa,"$180,000.00"
Abbeville,Georgia,"$180,000.00"
Jewell,Kansas,"$180,000.00"
Mount Zion,Georgia,"$180,000.00"
Enterprise,West Virginia,"$180,000.00"
Westville,New York,"$180,000.00"
Pokegama Township,Minnesota,"$180,000.00"
Cartersburg,Indiana,"$180,000.00"
Loganville,Pennsylvania,"$179,989.00"
State Road,North Carolina,"$179,983.33"
Edgeley,North Dakota,"$179,966.67"
Floodwood,Minnesota,"$179,966.67"
Amber,Oklahoma,"$179,959.00"
Foss Lake,Oklahoma,"$179,950.00"
Alberta,Virginia,"$179,950.00"
Talihina,Oklahoma,"$179,950.00"
Brookville,Pennsylvania,"$179,934.86"
Kennerdell,Pennsylvania,"$179,925.00"
Forestville,Pennsylvania,"$179,900.00"
Pimento,Indiana,"$179,900.00"
Eggertsville,New York,"$179,900.00"
Wakarusa,Indiana,"$179,900.00"
Evansville,Minnesota,"$179,900.00"
LaFayette,Kentucky,"$179,900.00"
Duboistown,Pennsylvania,"$179,900.00"
Pleasant Grove,Arkansas,"$179,900.00"
Gotham,Wisconsin,"$179,900.00"
Stanton,Alabama,"$179,900.00"
Brant,New York,"$179,900.00"
Vesper,Wisconsin,"$179,900.00"
Martha,Oklahoma,"$179,900.00"
New Middletown,Indiana,"$179,900.00"
Jerico Springs,Missouri,"$179,900.00"
Thayer,Iowa,"$179,900.00"
Mi 48949,Michigan,"$179,900.00"
Sand Creek,Michigan,"$179,900.00"
McKnightstown,Pennsylvania,"$179,900.00"
Cleo Springs,Oklahoma,"$179,900.00"
Pottawattamie Park,Indiana,"$179,900.00"
Somers,Iowa,"$179,900.00"
Taylor Springs,Illinois,"$179,900.00"
Gilman,Iowa,"$179,900.00"
Warr Acres,Oklahoma,"$179,864.65"
Lecompton,Kansas,"$179,800.00"
Dexter,Missouri,"$179,753.25"
Kaplan,Louisiana,"$179,738.10"
Groton,New York,"$179,710.00"
Clinton,South Carolina,"$179,675.93"
Ashkum,Illinois,"$179,671.43"
Elkton,Michigan,"$179,666.67"
Kinmundy,Illinois,"$179,666.67"
Clyde,Ohio,"$179,626.67"
Frenchville,Maine,"$179,600.00"
Butler,Kentucky,"$179,577.18"
Rockingham,North Carolina,"$179,568.46"
Richlands,Virginia,"$179,560.87"
Endwell,New York,"$179,553.81"
Genesee,Michigan,"$179,541.67"
Arkport,New York,"$179,533.33"
Traer,Iowa,"$179,514.29"
Carmi,Illinois,"$179,506.67"
Jefferson,Iowa,"$179,500.00"
Arcadia,Nebraska,"$179,500.00"
Staplehurst,Nebraska,"$179,500.00"
Hubbardston,Massachusetts,"$179,500.00"
Coxsackie Village,New York,"$179,500.00"
Olympia,Kentucky,"$179,480.00"
Osceola,Nebraska,"$179,475.00"
Dresden,Ohio,"$179,475.00"
Fordoche,Louisiana,"$179,466.67"
Sebastopol,Mississippi,"$179,450.00"
Jonesville,Louisiana,"$179,441.56"
Effingham,South Carolina,"$179,415.23"
Hampton,New York,"$179,414.29"
Cassville,New York,"$179,380.00"
Stantonsburg,North Carolina,"$179,350.00"
Wilton,Wisconsin,"$179,350.00"
Selmer,Tennessee,"$179,348.00"
Magnolia,Kentucky,"$179,313.64"
Collinsville,Illinois,"$179,304.05"
Alexandria,Indiana,"$179,270.83"
Clifton,Illinois,"$179,266.67"
Swansea,South Carolina,"$179,257.14"
Holstein,Iowa,"$179,250.00"
Westover,West Virginia,"$179,218.75"
Granton,Wisconsin,"$179,175.00"
Larimore,North Dakota,"$179,175.00"
Bellevue,Ohio,"$179,161.29"
Junction City,Kansas,"$179,101.72"
Hettick,Illinois,"$179,100.00"
Brook Park,Ohio,"$179,099.18"
Fayette,Alabama,"$179,011.76"
Dennysville,Maine,"$179,000.00"
Burlington,Oklahoma,"$179,000.00"
Joppa,Alabama,"$179,000.00"
Orient,Illinois,"$179,000.00"
Trimbelle,Wisconsin,"$179,000.00"
Brookfield,Vermont,"$179,000.00"
Seneca,Kansas,"$179,000.00"
Byrnes Mill,Missouri,"$179,000.00"
Starks,Maine,"$179,000.00"
Foster Township,Michigan,"$179,000.00"
Cambridge Township,Michigan,"$179,000.00"
N9084 Highway 55,Wisconsin,"$179,000.00"
Pickford,Michigan,"$178,966.67"
Canadian,Oklahoma,"$178,962.50"
Millinocket,Maine,"$178,956.25"
Rocky Ford,Georgia,"$178,949.50"
Atchison,Kansas,"$178,917.30"
Holdrege,Nebraska,"$178,860.00"
Nesquehoning,Pennsylvania,"$178,844.44"
Leesville,Louisiana,"$178,762.24"
Norman Park,Georgia,"$178,750.00"
McBain,Michigan,"$178,675.00"
Geneseo,Illinois,"$178,651.32"
Avis,Pennsylvania,"$178,650.00"
New Baden,Illinois,"$178,633.33"
Lewiston,Minnesota,"$178,575.00"
Stonewall,North Carolina,"$178,500.00"
Eagleswood Township,New Jersey,"$178,500.00"
Parma,Ohio,"$178,456.71"
Americus,Georgia,"$178,412.77"
Richton,Mississippi,"$178,383.33"
Farmersville,Ohio,"$178,383.17"
Mexico,New York,"$178,382.18"
Thayer,Missouri,"$178,379.31"
Porterdale,Georgia,"$178,369.80"
England,Arkansas,"$178,362.50"
Malvern,Iowa,"$178,300.00"
Kensington,Ohio,"$178,300.00"
Maysville,Oklahoma,"$178,300.00"
Lock Haven,Pennsylvania,"$178,278.13"
Normalville,Pennsylvania,"$178,250.00"
Crab Orchard,West Virginia,"$178,247.67"
Moraine,Ohio,"$178,228.67"
Primghar,Iowa,"$178,216.67"
Edmore,Michigan,"$178,177.78"
Flintville,Tennessee,"$178,166.33"
Windham,Connecticut,"$178,161.98"
Hueytown,Alabama,"$178,151.80"
Carp Lake,Michigan,"$178,075.00"
Decatur,Nebraska,"$178,000.00"
McLean,New York,"$178,000.00"
Convoy,Ohio,"$177,966.67"
Golf Manor,Ohio,"$177,966.67"
Arlington,Minnesota,"$177,960.00"
Richmondville,New York,"$177,938.89"
Waskish,Minnesota,"$177,933.33"
Ames,New York,"$177,933.33"
Columbus,New York,"$177,900.00"
Summit,New York,"$177,854.27"
El Dorado,Kansas,"$177,765.22"
Onaway,Michigan,"$177,737.38"
Grand Marsh,Wisconsin,"$177,722.22"
Sandyville,West Virginia,"$177,633.33"
Oakville,Iowa,"$177,633.33"
Hamilton,Missouri,"$177,633.33"
Pacolet,South Carolina,"$177,620.00"
North Little Rock,Arkansas,"$177,559.41"
Crandon,Wisconsin,"$177,509.09"
Little River Academy,Texas,"$177,500.00"
Irondale,Missouri,"$177,500.00"
Cove City,North Carolina,"$177,500.00"
Cedar Bluffs,Nebraska,"$177,500.00"
Trimont,Minnesota,"$177,500.00"
Waterloo,Iowa,"$177,469.92"
Covington,Ohio,"$177,462.50"
Northfield,Wisconsin,"$177,450.00"
Shawmut,Montana,"$177,450.00"
Sumner,Georgia,"$177,450.00"
Presque Isle,Maine,"$177,433.33"
Homeworth,Ohio,"$177,433.33"
Whiting,Iowa,"$177,425.00"
Newton,Iowa,"$177,422.77"
Lanier Township,Ohio,"$177,400.00"
Vernon,Alabama,"$177,341.20"
Wortham,Texas,"$177,333.33"
Pleasant Plains,Illinois,"$177,283.33"
Weston,Nebraska,"$177,200.00"
Monona,Iowa,"$177,112.50"
Midway,Arkansas,"$177,085.75"
Audubon,Iowa,"$177,061.54"
Ellington,Missouri,"$177,036.88"
Lebanon,Kansas,"$177,000.00"
Heuvelton,New York,"$177,000.00"
Ahoskie,North Carolina,"$176,982.61"
Tecumseh,Nebraska,"$176,980.00"
Sandy Lake,Pennsylvania,"$176,975.00"
Orangeville,Pennsylvania,"$176,971.43"
Baxter,Iowa,"$176,950.00"
Leetsdale,Pennsylvania,"$176,916.67"
Hartley,Iowa,"$176,916.67"
Warrenton,Georgia,"$176,900.00"
Colu,Nebraska,"$176,900.00"
Hazard,Kentucky,"$176,892.31"
Colona,Illinois,"$176,850.00"
Garden City,Minnesota,"$176,825.00"
Saltville,Virginia,"$176,793.07"
Adamsville,Ohio,"$176,700.00"
Southington,Ohio,"$176,616.67"
Miller,Missouri,"$176,600.00"
Bismarck,Arkansas,"$176,600.00"
Muscoda,Wisconsin,"$176,593.33"
Quincy,Ohio,"$176,566.67"
Owosso,Michigan,"$176,512.28"
Collins,Mississippi,"$176,460.00"
Galveston,Indiana,"$176,450.00"
Moundridge,Kansas,"$176,450.00"
Malta,Ohio,"$176,433.33"
Sharon Hill,Pennsylvania,"$176,421.88"
New Columbia,Pennsylvania,"$176,300.00"
Onaga,Kansas,"$176,300.00"
Yale,Oklahoma,"$176,290.00"
Cabery,Illinois,"$176,250.00"
Lamoni,Iowa,"$176,242.86"
Bonnieville,Kentucky,"$176,237.50"
Wild Rose,Wisconsin,"$176,228.57"
Chunchula,Alabama,"$176,225.00"
Philo,Illinois,"$176,224.75"
Wabash,Indiana,"$176,209.09"
Marlette,Michigan,"$176,193.33"
Lanark,Illinois,"$176,171.43"
Woodville,Ohio,"$176,166.67"
De Peyster,New York,"$176,133.33"
Robbins,North Carolina,"$176,125.00"
Three Springs,Pennsylvania,"$176,125.00"
Carbon Hill,Alabama,"$176,105.00"
Harrisville,Pennsylvania,"$176,100.00"
Wilburton,Oklahoma,"$176,100.00"
Moberly,Missouri,"$176,041.07"
Rutland,Vermont,"$176,028.57"
Michigan City,Mississippi,"$176,000.00"
Beckville,Texas,"$176,000.00"
Dwight,Nebraska,"$176,000.00"
Sarepta,Louisiana,"$175,999.67"
Glouster,Ohio,"$175,975.00"
Brooklyn,Ohio,"$175,900.00"
Blanchester,Ohio,"$175,900.00"
Springville,New York,"$175,831.25"
Orrstown,Pennsylvania,"$175,800.00"
Ross,North Dakota,"$175,750.00"
Cuba,Illinois,"$175,714.29"
Philippi,West Virginia,"$175,672.64"
Indiana,Pennsylvania,"$175,506.43"
McCullom Lake,Illinois,"$175,500.00"
Dexter,New York,"$175,466.67"
Romney,West Virginia,"$175,458.29"
Jabez,Kentucky,"$175,325.00"
Crestwood,Illinois,"$175,281.58"
Blossvale,New York,"$175,269.23"
Worthington,Kentucky,"$175,260.00"
Victory,New York,"$175,233.33"
Watertown,New York,"$175,224.50"
Richton Park,Illinois,"$175,212.90"
Reading,Ohio,"$175,150.00"
Amory,Mississippi,"$175,129.49"
McSherrystown,Pennsylvania,"$175,116.67"
Austintown,Ohio,"$175,116.47"
Mason City,Iowa,"$175,104.32"
Tamaqua,Pennsylvania,"$175,085.62"
Sylvania,Alabama,"$175,060.00"
Hicksville,Ohio,"$175,042.11"
Montrose,West Virginia,"$175,033.33"
Rockford,Tennessee,"$175,028.57"
Fairview Heights,Illinois,"$175,019.30"
Centerville,Louisiana,"$175,000.00"
Adairville,Kentucky,"$175,000.00"
Millport,Alabama,"$175,000.00"
McCall Creek,Mississippi,"$175,000.00"
Plattenville,Louisiana,"$175,000.00"
Fairton,New Jersey,"$175,000.00"
Carney,Oklahoma,"$175,000.00"
Martell,Wisconsin,"$175,000.00"
Georgetown,Pennsylvania,"$175,000.00"
Markleysburg,Pennsylvania,"$175,000.00"
Alapaha,Georgia,"$175,000.00"
Stanton,Tennessee,"$175,000.00"
Sheppton,Pennsylvania,"$175,000.00"
Lorraine,Kansas,"$175,000.00"
Kismet,Kansas,"$175,000.00"
High Shoals,North Carolina,"$175,000.00"
Peytona,West Virginia,"$175,000.00"
Emerson,Georgia,"$175,000.00"
Elderton,Pennsylvania,"$175,000.00"
Houston,Minnesota,"$175,000.00"
Cairo,Nebraska,"$175,000.00"
Grand Chute,Wisconsin,"$175,000.00"
Ruskin,Nebraska,"$175,000.00"
Cutler,Ohio,"$175,000.00"
Mocanaqua,Pennsylvania,"$175,000.00"
Ohio,Illinois,"$175,000.00"
Waitsfield,Vermont,"$175,000.00"
Ellamore,West Virginia,"$175,000.00"
Hamilton,Mississippi,"$175,000.00"
Ok,Oklahoma,"$175,000.00"
Shidler,Oklahoma,"$175,000.00"
Wawarsing,New York,"$175,000.00"
Apache,Oklahoma,"$174,999.88"
Holliswood,New York,"$174,999.00"
Adams,Minnesota,"$174,998.75"
Morristown,New York,"$174,975.00"
Morrice,Michigan,"$174,966.67"
Bromley,Kentucky,"$174,966.67"
Troy,Tennessee,"$174,966.67"
Valparaiso,Nebraska,"$174,966.67"
Jeromesville,Ohio,"$174,950.00"
Denton Township,Michigan,"$174,950.00"
Bel Nor,Missouri,"$174,950.00"
Duncan Falls,Ohio,"$174,933.33"
Warrensburg,Illinois,"$174,933.33"
Pound,Virginia,"$174,927.70"
Halstead,Kansas,"$174,925.00"
Council Grove,Kansas,"$174,920.00"
Milton Center,Ohio,"$174,900.00"
Denison,Kansas,"$174,900.00"
Saunemin,Illinois,"$174,900.00"
Longwood,North Carolina,"$174,900.00"
Maybee Vlg,Michigan,"$174,900.00"
Low Moor,Iowa,"$174,900.00"
Ashland,Illinois,"$174,900.00"
Bell City,Missouri,"$174,900.00"
Hagarville,Arkansas,"$174,900.00"
Mi 49802,Michigan,"$174,900.00"
Mount Ayr,Indiana,"$174,900.00"
Gassaway,West Virginia,"$174,837.50"
Portland,Indiana,"$174,825.00"
Dennis,Mississippi,"$174,800.00"
Interlachen,Florida,"$174,755.67"
Vienna,Illinois,"$174,750.00"
Clearfield,Pennsylvania,"$174,741.44"
Reading,Michigan,"$174,728.57"
Hardy,Arkansas,"$174,728.50"
Mentor On The Lake,Ohio,"$174,727.27"
North Adams,Massachusetts,"$174,710.66"
Pinola,Mississippi,"$174,700.00"
Freeland,Pennsylvania,"$174,672.73"
Eldora,Iowa,"$174,650.00"
Tyner,Kentucky,"$174,600.00"
Centreville,Michigan,"$174,600.00"
Tiffin,Ohio,"$174,504.44"
Cheneyville,Louisiana,"$174,500.00"
Leota,Minnesota,"$174,500.00"
Oakland,Oklahoma,"$174,500.00"
Taylor,Pennsylvania,"$174,475.88"
Lake City,Georgia,"$174,450.00"
Smithfield,Pennsylvania,"$174,411.11"
Berea,Ohio,"$174,400.00"
Kingstree,South Carolina,"$174,337.50"
Clayton,Alabama,"$174,333.33"
Henry,Virginia,"$174,300.00"
Dwight,Illinois,"$174,277.78"
Carlisle,Indiana,"$174,277.67"
Hamtramck,Michigan,"$174,267.35"
Campbell,New York,"$174,237.38"
Muskogee,Oklahoma,"$174,174.06"
Oppenheim,New York,"$174,166.67"
Iliff,Colorado,"$174,166.67"
Linden,Texas,"$174,159.90"
New Lexington,Ohio,"$174,121.43"
Perryton,Texas,"$174,012.50"
Lawler,Iowa,"$174,000.00"
Woodford,Vermont,"$174,000.00"
Lake City,Pennsylvania,"$173,966.67"
Lilly,Pennsylvania,"$173,966.67"
Delavan,Illinois,"$173,964.29"
Monroe,Indiana,"$173,939.50"
Scranton,Pennsylvania,"$173,900.87"
South Heights,Pennsylvania,"$173,900.00"
New Berlin,Illinois,"$173,900.00"
New Washington,Ohio,"$173,880.00"
Tuscola,Illinois,"$173,875.00"
Salem,Illinois,"$173,861.54"
Keota,Oklahoma,"$173,854.55"
Central City,Nebraska,"$173,820.00"
Mangum,Oklahoma,"$173,807.69"
Sherburne,New York,"$173,805.00"
Mount Vernon,Kentucky,"$173,752.94"
Hartland,Maine,"$173,750.00"
Calhoun,Tennessee,"$173,720.00"
Woodward,Oklahoma,"$173,714.76"
Grandview,Indiana,"$173,700.00"
Jonesville,Virginia,"$173,700.00"
Elkton,South Dakota,"$173,700.00"
Montrose,Michigan,"$173,690.60"
Soper,Oklahoma,"$173,666.67"
Theriot,Louisiana,"$173,660.00"
Lakeview,Michigan,"$173,657.14"
Dushore,Pennsylvania,"$173,633.33"
Lupton,Michigan,"$173,542.86"
Elsberry,Missouri,"$173,542.11"
Marion,Kentucky,"$173,507.69"
Clinton,Minnesota,"$173,500.00"
De Soto,Wisconsin,"$173,466.67"
Jeannette,Pennsylvania,"$173,460.70"
Clyde,Kansas,"$173,450.00"
Seymour,Texas,"$173,433.33"
Mason,Tennessee,"$173,430.00"
Russell,Kansas,"$173,429.41"
Spencer,South Dakota,"$173,400.00"
Scottsburg,Virginia,"$173,300.00"
Memphis,Missouri,"$173,300.00"
Corning,New York,"$173,267.05"
Amboy,Minnesota,"$173,266.67"
Stryker,Ohio,"$173,266.67"
Topton,Pennsylvania,"$173,266.67"
Beloit,Ohio,"$173,260.00"
Waverly,Virginia,"$173,257.62"
Maidsville,West Virginia,"$173,185.71"
East Syracuse,New York,"$173,175.03"
Daleville,Alabama,"$173,159.05"
Maunabo,Puerto Rico,"$173,155.56"
Winner,South Dakota,"$173,150.00"
Clarksburg,Ohio,"$173,133.33"
Salem,New Jersey,"$173,128.69"
Coleman,Michigan,"$173,099.91"
Burnside,Kentucky,"$173,086.96"
Uniontown,Pennsylvania,"$173,031.38"
Clarinda,Iowa,"$173,020.00"
Cornwallville,New York,"$173,000.00"
Clinchco,Virginia,"$172,998.75"
Charles City,Iowa,"$172,981.82"
Penns Grove,New Jersey,"$172,973.89"
Calhoun Falls,South Carolina,"$172,963.64"
Castleberry,Alabama,"$172,960.00"
Stetsonville,Wisconsin,"$172,950.00"
Narrows,Virginia,"$172,935.29"
North Parkersburg,West Virginia,"$172,900.00"
Franklin,Pennsylvania,"$172,892.86"
Jarratt,Virginia,"$172,887.86"
Ashland,Wisconsin,"$172,820.00"
Seneca,Missouri,"$172,806.25"
Morovis,Puerto Rico,"$172,800.00"
Weymouth,New Jersey,"$172,800.00"
Buena Vista,Georgia,"$172,750.00"
Beech Grove,Indiana,"$172,726.41"
Tioga,North Dakota,"$172,723.00"
Elsmere,Kentucky,"$172,678.57"
Wake Village,Texas,"$172,676.85"
Oriskany,New York,"$172,610.00"
Salina,Kansas,"$172,564.87"
Center Line,Michigan,"$172,541.58"
Gainesville,Alabama,"$172,500.00"
Bernice,Oklahoma,"$172,500.00"
Wales,Massachusetts,"$172,496.75"
Defiance,Ohio,"$172,493.67"
Swainsboro,Georgia,"$172,478.26"
McAdoo,Pennsylvania,"$172,475.00"
Franklin,Kansas,"$172,466.67"
Quinby,South Carolina,"$172,450.00"
Mulliken,Michigan,"$172,425.00"
Upton,Kentucky,"$172,416.67"
Auxvasse,Missouri,"$172,410.53"
Maryland,New York,"$172,400.00"
Hurt,Virginia,"$172,380.75"
Emporia,Virginia,"$172,372.73"
Bismarck,Missouri,"$172,325.00"
McAlisterville,Pennsylvania,"$172,300.00"
Steger,Illinois,"$172,281.59"
Sissonville,West Virginia,"$172,266.67"
Horse Cave,Kentucky,"$172,263.64"
Piqua,Ohio,"$172,262.56"
Ashley,Pennsylvania,"$172,250.00"
Bath Village,New York,"$172,250.00"
Luther,Michigan,"$172,236.36"
New England,North Dakota,"$172,228.57"
Nichols,South Carolina,"$172,176.92"
Auburn,New York,"$172,136.11"
Archbold,Ohio,"$172,128.57"
Hope,Indiana,"$172,062.50"
Palmyra,New York,"$172,016.67"
McIntyre,Georgia,"$172,000.00"
Carrsville,Kentucky,"$172,000.00"
Osco,Illinois,"$172,000.00"
Bradford Pa,Pennsylvania,"$172,000.00"
Duke,Oklahoma,"$172,000.00"
Danville,West Virginia,"$171,987.50"
Gaines,Pennsylvania,"$171,975.00"
Sandy Ridge,North Carolina,"$171,966.67"
Sutton,West Virginia,"$171,966.50"
Ossian,Indiana,"$171,950.00"
Mahtowa,Minnesota,"$171,950.00"
Sparland,Illinois,"$171,940.00"
Raywick,Kentucky,"$171,900.00"
Cidra,Puerto Rico,"$171,852.63"
York,Nebraska,"$171,832.86"
Fostoria,Ohio,"$171,765.20"
Eure,North Carolina,"$171,750.00"
Luzerne,Iowa,"$171,750.00"
Paintsville,Kentucky,"$171,748.04"
Middleport,New York,"$171,730.00"
Cowen,West Virginia,"$171,666.67"
Elgin,Iowa,"$171,600.00"
Castle Creek,New York,"$171,600.00"
Harrison,Georgia,"$171,600.00"
Hannibal,Missouri,"$171,570.69"
Hillsboro,North Dakota,"$171,566.67"
Fort Cobb,Oklahoma,"$171,515.38"
Pleasantville,Pennsylvania,"$171,500.00"
Brooklawn,New Jersey,"$171,482.25"
Bluefield,West Virginia,"$171,461.22"
Westport,Indiana,"$171,450.00"
Gladwin,Michigan,"$171,445.32"
Nappanee,Indiana,"$171,428.64"
Beaumont,Kentucky,"$171,400.00"
Freedom,New York,"$171,333.33"
Arbela Township,Michigan,"$171,266.67"
Risingsun,Ohio,"$171,266.67"
Gramercy,Louisiana,"$171,225.00"
Peachland,North Carolina,"$171,200.00"
Stony Creek,New York,"$171,199.80"
Clinton,Illinois,"$171,194.74"
Chinquapin,North Carolina,"$171,174.75"
Danforth,Illinois,"$171,150.00"
West Alexander,Pennsylvania,"$171,133.33"
Rugby,North Dakota,"$171,127.27"
Dellroy,Ohio,"$171,075.00"
New Holstein,Wisconsin,"$171,027.27"
Lynch,Maryland,"$171,000.00"
Arthurdale,West Virginia,"$171,000.00"
Ponca,Nebraska,"$171,000.00"
Fortescue,New Jersey,"$170,975.00"
Vinton,Iowa,"$170,945.83"
Parsons,West Virginia,"$170,944.44"
Canton,New York,"$170,936.84"
Caneadea,New York,"$170,925.00"
Hortense,Georgia,"$170,925.00"
Portville,New York,"$170,885.71"
Minford,Ohio,"$170,857.14"
Leland,Mississippi,"$170,793.50"
New Martinsville,West Virginia,"$170,778.13"
Elyria,Ohio,"$170,777.18"
Reynoldsville,Pennsylvania,"$170,733.33"
Halifax,Virginia,"$170,700.00"
Passadumkeag,Maine,"$170,633.33"
West Springfield,Pennsylvania,"$170,580.00"
Mechanicsville,Iowa,"$170,580.00"
Haleyville,Alabama,"$170,560.00"
Alma,Missouri,"$170,540.00"
Saint Johnsville,New York,"$170,509.09"
Northwood,Iowa,"$170,500.00"
Southgate,Kentucky,"$170,458.33"
Chester,Massachusetts,"$170,450.00"
Mendota,Illinois,"$170,416.61"
Otter Lake,Michigan,"$170,400.00"
Marshalltown,Iowa,"$170,346.65"
Elk City,Oklahoma,"$170,335.24"
Atlanta,Michigan,"$170,329.41"
Calais,Maine,"$170,322.77"
Round Lake Heights,Illinois,"$170,300.00"
Plentywood,Montana,"$170,299.80"
Winthrop,New York,"$170,283.33"
Hollandale,Mississippi,"$170,250.00"
Cheektowaga,New York,"$170,247.93"
New Kensington,Pennsylvania,"$170,215.52"
Black Jack,Missouri,"$170,172.73"
South Charleston,Ohio,"$170,150.00"
Fairport Harbor,Ohio,"$170,113.33"
Buckley,Michigan,"$170,100.00"
Ellwood City,Pennsylvania,"$170,095.65"
Belle,West Virginia,"$170,050.00"
Cambridge City,Indiana,"$170,033.33"
Sharon,Oklahoma,"$170,000.00"
Blakely,Pennsylvania,"$170,000.00"
Ranger,West Virginia,"$170,000.00"
Panama,Iowa,"$170,000.00"
Pioneer,Louisiana,"$170,000.00"
Only,Tennessee,"$170,000.00"
Schuyler,Nebraska,"$170,000.00"
Canton,Oklahoma,"$170,000.00"
Tresckow,Pennsylvania,"$170,000.00"
Kinard,Florida,"$170,000.00"
Hiltons,Virginia,"$170,000.00"
Climax,Georgia,"$170,000.00"
Maxwell,Nebraska,"$170,000.00"
Barrett,Minnesota,"$170,000.00"
Radisson,Wisconsin,"$170,000.00"
Lacona,New York,"$169,960.00"
Raymond,Minnesota,"$169,959.80"
Greenwood,Mississippi,"$169,932.50"
Circleville,New York,"$169,900.00"
Bronwood,Georgia,"$169,900.00"
Foxworth,Mississippi,"$169,900.00"
Albany,Vermont,"$169,900.00"
Oneida,Illinois,"$169,900.00"
Allport,Pennsylvania,"$169,900.00"
Hulbert,Michigan,"$169,900.00"
Smithville,Georgia,"$169,900.00"
Gravity,Iowa,"$169,900.00"
Dallas,West Virginia,"$169,900.00"
Waterford Village,New York,"$169,900.00"
Mexico,Indiana,"$169,900.00"
Seven Mile,Ohio,"$169,900.00"
Hughesville,Pennsylvania,"$169,900.00"
Update,Michigan,"$169,900.00"
Louisville,New York,"$169,900.00"
Tunnel Hill,Illinois,"$169,900.00"
Smelterville,Idaho,"$169,900.00"
New Holland,Illinois,"$169,900.00"
New Lothrop,Michigan,"$169,900.00"
Plum City,Wisconsin,"$169,900.00"
Hiller,Pennsylvania,"$169,900.00"
Java Center,New York,"$169,900.00"
Wood River,Nebraska,"$169,900.00"
Howland,Ohio,"$169,900.00"
Bailey,Mississippi,"$169,900.00"
Granville Summit,Pennsylvania,"$169,850.00"
Elmira,Michigan,"$169,816.67"
Lake,Michigan,"$169,784.62"
Clarksville,New Hampshire,"$169,750.00"
Fulton,Ohio,"$169,700.00"
Bastian,Virginia,"$169,700.00"
River,Kentucky,"$169,700.00"
Sylvania,Georgia,"$169,695.75"
Bardwell,Texas,"$169,666.33"
Twining,Michigan,"$169,633.33"
Verona,Pennsylvania,"$169,630.61"
Kimbolton,Ohio,"$169,612.50"
Cherokee Village,Arkansas,"$169,578.33"
Spencer,West Virginia,"$169,500.00"
Cairo,Missouri,"$169,500.00"
Braddyville,Iowa,"$169,500.00"
Sutton,Vermont,"$169,500.00"
Herseytown Township,Maine,"$169,500.00"
Coal City,West Virginia,"$169,500.00"
Goshen,Alabama,"$169,500.00"
Wrens,Georgia,"$169,480.00"
Kissee Mills,Missouri,"$169,475.00"
Sprakers,New York,"$169,475.00"
Fort Dodge,Iowa,"$169,473.02"
Whitehall,New York,"$169,468.37"
Mount Sterling,Missouri,"$169,450.00"
Fosston,Minnesota,"$169,450.00"
Republic,Pennsylvania,"$169,450.00"
Lowville,New York,"$169,437.04"
Montegut,Louisiana,"$169,430.00"
Tunica,Mississippi,"$169,366.67"
Flatwoods,West Virginia,"$169,300.00"
Elk City,Kansas,"$169,300.00"
Romulus,Michigan,"$169,294.11"
Carrington,North Dakota,"$169,292.22"
West Terre Haute,Indiana,"$169,266.67"
Winthrop,Iowa,"$169,266.67"
Johnsonville,South Carolina,"$169,258.33"
Ball,Louisiana,"$169,235.71"
Kinston,North Carolina,"$169,220.00"
Western Grove,Arkansas,"$169,187.50"
Cornville,Maine,"$169,166.67"
Rich Creek,Virginia,"$169,166.67"
Vincennes,Indiana,"$169,145.83"
Achille,Oklahoma,"$169,133.33"
Dyer,Tennessee,"$169,125.00"
Knightstown,Indiana,"$169,123.08"
La Porte City,Iowa,"$169,083.25"
Peru,Indiana,"$169,036.98"
Muscatine,Iowa,"$169,031.27"
Grayson,Kentucky,"$169,026.04"
Buda,Illinois,"$169,000.00"
Frametown,West Virginia,"$169,000.00"
Kettlersville,Ohio,"$169,000.00"
Pine Apple,Alabama,"$169,000.00"
Allagash,Maine,"$169,000.00"
Kingman Township,Maine,"$169,000.00"
Weldon,Iowa,"$169,000.00"
Cannelburg,Indiana,"$169,000.00"
South Abington,Pennsylvania,"$169,000.00"
Brooklyn,Mississippi,"$168,986.88"
Mount Storm,West Virginia,"$168,975.00"
Dewey,Oklahoma,"$168,970.00"
Dewitt,Virginia,"$168,970.00"
Higginsville,Missouri,"$168,964.29"
Strum,Wisconsin,"$168,960.00"
Pine Hill,New Jersey,"$168,940.81"
Williford,Arkansas,"$168,910.00"
Elbridge,New York,"$168,900.00"
Mexico,Missouri,"$168,854.55"
Chesterfield,South Carolina,"$168,811.11"
Port Allegany,Pennsylvania,"$168,782.14"
