city,state,avg_price
Plymouth,New York,"$168,740.00"
Sugar Grove,Pennsylvania,"$168,700.00"
Levels,West Virginia,"$168,700.00"
Wyoming,Pennsylvania,"$168,700.00"
Mohawk,New York,"$168,668.37"
Catlin,Illinois,"$168,666.67"
Fort Madison,Iowa,"$168,612.17"
Marion,Ohio,"$168,604.55"
Clayton,New Mexico,"$168,568.50"
Eureka,Illinois,"$168,550.00"
McCarr,Kentucky,"$168,500.00"
Stockville,Nebraska,"$168,500.00"
Newberry,Michigan,"$168,483.33"
Waukomis,Oklahoma,"$168,475.00"
Loomis,Nebraska,"$168,450.00"
Shrewsbury Township,New Jersey,"$168,450.00"
Roseville,Ohio,"$168,427.27"
Macon,Missouri,"$168,375.00"
Langley,Kentucky,"$168,333.33"
Utica,New York,"$168,292.75"
Cambridge,Vermont,"$168,273.68"
Bakersfield,Missouri,"$168,266.67"
Sardinia,Ohio,"$168,266.67"
Imler,Pennsylvania,"$168,266.67"
Newark,Arkansas,"$168,266.67"
Falconer,New York,"$168,228.57"
Wilmington,Ohio,"$168,174.36"
Bucyrus,Ohio,"$168,169.44"
Pipestone,Minnesota,"$168,088.24"
Nauvoo,Alabama,"$168,087.50"
Marathon,New York,"$168,072.73"
Newbern,Tennessee,"$168,037.50"
Hibbing,Minnesota,"$168,029.31"
Dawson,Texas,"$168,025.00"
Meridale,New York,"$168,000.00"
Walnut Grove,Mississippi,"$168,000.00"
Farlington,Kansas,"$168,000.00"
Ephratah,New York,"$167,980.00"
Ickesburg,Pennsylvania,"$167,966.67"
Centerville,Indiana,"$167,964.71"
Eldridge,Alabama,"$167,950.00"
Milbank,South Dakota,"$167,944.44"
Sibley,Iowa,"$167,911.11"
Rushville,Indiana,"$167,889.29"
Mansfield,Louisiana,"$167,888.89"
Charleston,Illinois,"$167,871.43"
Ackley,Iowa,"$167,866.67"
Drumright,Oklahoma,"$167,850.00"
Gothenburg,Nebraska,"$167,847.37"
Engelhard,North Carolina,"$167,800.00"
Richmond,Indiana,"$167,786.62"
Cambria,Wisconsin,"$167,700.50"
Lake Hallie,Wisconsin,"$167,700.00"
Chadbourn,North Carolina,"$167,681.25"
Crystal City,Missouri,"$167,660.00"
Julesburg,Colorado,"$167,655.44"
Alex,Oklahoma,"$167,500.00"
Otterville,Missouri,"$167,500.00"
North Adams,Michigan,"$167,466.67"
Hanna,Indiana,"$167,450.00"
Fifield,Wisconsin,"$167,450.00"
Gerry,New York,"$167,450.00"
Luzerne,Pennsylvania,"$167,450.00"
Stanton,Michigan,"$167,446.15"
Weaver,Alabama,"$167,437.50"
Saint Francis,Kentucky,"$167,400.00"
Mount Victory,Ohio,"$167,400.00"
Manchester,Georgia,"$167,387.05"
Mills,Pennsylvania,"$167,355.67"
Meadville,Pennsylvania,"$167,332.61"
Clarion,Pennsylvania,"$167,325.00"
Herron,Michigan,"$167,300.00"
Leechburg,Pennsylvania,"$167,259.62"
Cody,Nebraska,"$167,250.00"
Cadillac,Michigan,"$167,230.35"
Fort Ashby,West Virginia,"$167,215.40"
Taylorsville,Mississippi,"$167,177.78"
Webberville,Michigan,"$167,148.33"
Clay City,Kentucky,"$167,136.36"
Sault Sainte Marie,Michigan,"$167,088.57"
Kevil,Kentucky,"$167,070.00"
Rosepine,Louisiana,"$167,000.00"
Midway Park,North Carolina,"$166,994.12"
Wapakoneta,Ohio,"$166,978.79"
Bellwood,Nebraska,"$166,975.00"
Camuy,Puerto Rico,"$166,950.00"
Toronto,Kansas,"$166,950.00"
Woodsfield,Ohio,"$166,937.50"
Walnut,Mississippi,"$166,887.50"
Southgate,Michigan,"$166,838.24"
Atlanta,Illinois,"$166,828.57"
Masontown,Pennsylvania,"$166,807.54"
Union City,Michigan,"$166,766.67"
Delta,Ohio,"$166,739.36"
Wickliffe,Ohio,"$166,718.60"
Chesapeake,Ohio,"$166,704.47"
Harrisburg,Arkansas,"$166,675.00"
Glen Campbell,Pennsylvania,"$166,633.33"
Colesville,New York,"$166,633.33"
Cyrus,Minnesota,"$166,633.33"
Peetz,Colorado,"$166,633.33"
Redfield,New York,"$166,600.00"
Christiansburg,Ohio,"$166,600.00"
Paris,Michigan,"$166,566.67"
Blairsville,Pennsylvania,"$166,546.67"
Claysville,Pennsylvania,"$166,538.46"
Trujillo Alto,Puerto Rico,"$166,523.89"
Richville,Minnesota,"$166,500.00"
Cheraw,South Carolina,"$166,499.78"
Berwick,Pennsylvania,"$166,411.82"
Belmont,New York,"$166,350.00"
Orangeville,Illinois,"$166,333.33"
Ronceverte,West Virginia,"$166,242.86"
Potterville,Michigan,"$166,228.57"
Bowman,Georgia,"$166,225.00"
Paulsboro,New Jersey,"$166,191.70"
Cressona,Pennsylvania,"$166,175.00"
Martin,Michigan,"$166,150.00"
Malvern,Arkansas,"$166,148.86"
Sterling,New York,"$166,140.00"
Romeo Vlg,Michigan,"$166,133.33"
Virginia,Minnesota,"$166,117.84"
Capac,Michigan,"$166,114.17"
Redgranite,Wisconsin,"$166,112.50"
Clare,Michigan,"$166,087.50"
Pleasantville,New Jersey,"$166,069.30"
Endicott,New York,"$166,015.18"
New Carlisle,Ohio,"$166,001.77"
Ruleville,Mississippi,"$166,000.00"
Wellington,Texas,"$166,000.00"
Richville,New York,"$165,980.00"
Redfield,Arkansas,"$165,970.00"
Piggott,Arkansas,"$165,952.17"
Lockland,Ohio,"$165,950.00"
Galion,Ohio,"$165,938.87"
Weston,West Virginia,"$165,933.33"
Hardin,Illinois,"$165,880.00"
Westbrook,Minnesota,"$165,842.86"
Belleville,Illinois,"$165,824.18"
Waynoka,Oklahoma,"$165,816.67"
New Salem,Illinois,"$165,800.00"
Ridgeley,West Virginia,"$165,782.77"
Courtland,Alabama,"$165,740.00"
Tell City,Indiana,"$165,700.00"
Clay Center,Nebraska,"$165,700.00"
Wakeeney,Kansas,"$165,650.00"
Carnegie,Oklahoma,"$165,544.44"
State Line,Mississippi,"$165,500.00"
Polk,Missouri,"$165,500.00"
Racine,Missouri,"$165,500.00"
West Decatur,Pennsylvania,"$165,475.00"
Industry,Pennsylvania,"$165,445.36"
King City,Missouri,"$165,440.00"
Mount Morris,New York,"$165,416.67"
Erieville,New York,"$165,400.00"
Mansfield,Ohio,"$165,381.19"
Williamsburg,Ohio,"$165,363.40"
Richmond,Ohio,"$165,344.44"
Camden,Arkansas,"$165,323.58"
Fredonia,New York,"$165,320.00"
Phoenix,New York,"$165,298.57"
Altona,New York,"$165,280.00"
Tylertown,Mississippi,"$165,242.50"
Mount Savage,Maryland,"$165,044.25"
Alvarado,Minnesota,"$165,000.00"
West York,Illinois,"$165,000.00"
W8670 Silver Birch Rd,Wisconsin,"$165,000.00"
Madison County,Florida,"$165,000.00"
North Henderson,Illinois,"$165,000.00"
Pilgrims Knob,Virginia,"$165,000.00"
Davenport,Oklahoma,"$165,000.00"
Dwight,Kansas,"$165,000.00"
Franklin,Alabama,"$165,000.00"
Gray Hawk,Kentucky,"$165,000.00"
Clyde,Michigan,"$165,000.00"
Hollansburg,Ohio,"$165,000.00"
Mayview,Missouri,"$165,000.00"
Beroun,Minnesota,"$165,000.00"
Beacon,Iowa,"$165,000.00"
Crabtree,Pennsylvania,"$165,000.00"
Martinsville,Ohio,"$165,000.00"
Kimball,South Dakota,"$165,000.00"
Claremont,Minnesota,"$165,000.00"
Bridgeport,New Jersey,"$165,000.00"
Axis,Alabama,"$165,000.00"
Waltonville,Illinois,"$165,000.00"
Ridge Spring,South Carolina,"$164,975.00"
Helenwood,Tennessee,"$164,966.67"
Centuria,Wisconsin,"$164,966.67"
Hamlin,West Virginia,"$164,960.00"
Oran,Missouri,"$164,957.00"
Bancroft,Iowa,"$164,950.00"
Golden,Illinois,"$164,950.00"
Richmondville Village,New York,"$164,950.00"
Nobleton,Florida,"$164,950.00"
Carlisle,New York,"$164,949.50"
Port Norris,New Jersey,"$164,945.56"
Montgomery City,Missouri,"$164,935.29"
Yoe,Pennsylvania,"$164,933.33"
Twin City,Georgia,"$164,933.33"
Grand Isle,Maine,"$164,933.33"
Valley View,Pennsylvania,"$164,920.00"
North Kingsville,Ohio,"$164,914.29"
Hagerstown,Indiana,"$164,910.00"
Nineveh,Pennsylvania,"$164,900.00"
Berlin Heights,Ohio,"$164,900.00"
Walstonburg,North Carolina,"$164,900.00"
Arcola,Illinois,"$164,900.00"
Garrison,Missouri,"$164,900.00"
Le Grand,Iowa,"$164,900.00"
Comstock,Michigan,"$164,900.00"
Norvell,Michigan,"$164,900.00"
Houghton,Iowa,"$164,900.00"
Aurora,Iowa,"$164,900.00"
Shirley,Illinois,"$164,900.00"
Udall,Missouri,"$164,900.00"
Warren,Michigan,"$164,876.16"
Coleraine,Minnesota,"$164,863.64"
Rivesville,West Virginia,"$164,787.50"
Pennington Gap,Virginia,"$164,785.71"
Pittsfield,New York,"$164,783.33"
Montgomery,Pennsylvania,"$164,742.86"
Sykesville,Pennsylvania,"$164,716.67"
Hammond,Indiana,"$164,715.77"
Linn Valley,Kansas,"$164,685.71"
Caguas,Puerto Rico,"$164,658.46"
Dunmore,West Virginia,"$164,633.33"
Oakwood,Virginia,"$164,633.33"
Webster,South Dakota,"$164,633.33"
Warrenton,North Carolina,"$164,585.71"
South Chicago Heights,Illinois,"$164,576.85"
West Newton,Pennsylvania,"$164,570.00"
Perry,Missouri,"$164,566.67"
Gilbertsville,New York,"$164,560.00"
Roachdale,Indiana,"$164,513.33"
Mineral Spgs,Arkansas,"$164,500.00"
Francis,Oklahoma,"$164,500.00"
Edinburg,North Dakota,"$164,500.00"
Browndale,Pennsylvania,"$164,500.00"
Winchester,Missouri,"$164,500.00"
Casey,Illinois,"$164,500.00"
Chappell,Nebraska,"$164,480.00"
Friend,Nebraska,"$164,475.00"
Waterville,Pennsylvania,"$164,475.00"
Andover,New York,"$164,450.00"
Palestine,Illinois,"$164,450.00"
Kensington,Minnesota,"$164,450.00"
Bessemer,Michigan,"$164,450.00"
Woodville,Alabama,"$164,450.00"
Tawas City,Michigan,"$164,421.05"
Mooreland,Oklahoma,"$164,414.29"
Bloomingdale,New York,"$164,333.33"
Crump,Tennessee,"$164,259.80"
Hebron,Nebraska,"$164,250.00"
Logan,Alabama,"$164,200.00"
Merrill,Michigan,"$164,180.00"
Sicily Island,Louisiana,"$164,166.67"
David City,Nebraska,"$164,150.00"
Redford,Michigan,"$164,145.58"
Williamson,New York,"$164,100.00"
East Chicago,Indiana,"$164,070.37"
Mitchell,Indiana,"$164,070.37"
Saint Lucas,Iowa,"$164,000.00"
Greensburg,Louisiana,"$163,980.00"
Reese,Michigan,"$163,966.67"
Stapleton,Georgia,"$163,950.00"
Schuylkill County,Pennsylvania,"$163,942.86"
Sears,Michigan,"$163,940.00"
Jermyn,Pennsylvania,"$163,928.57"
South Williamson,Kentucky,"$163,916.67"
Alma,Michigan,"$163,906.29"
Taylor,Michigan,"$163,863.23"
Beulah,North Dakota,"$163,855.17"
Bennettsville,South Carolina,"$163,805.50"
Le Roy,Illinois,"$163,782.35"
Pembroke Township,Illinois,"$163,780.00"
Eddystone,Pennsylvania,"$163,766.67"
Knoxville,Pennsylvania,"$163,760.00"
Odin,Illinois,"$163,750.00"
Avoca,New York,"$163,728.57"
Constantia,New York,"$163,633.00"
Chickasha,Oklahoma,"$163,629.17"
Mamou,Louisiana,"$163,625.00"
Cleveland,Ohio,"$163,593.35"
Guilford,New York,"$163,495.62"
Mullins,South Carolina,"$163,456.52"
Munith,Michigan,"$163,380.00"
Gap Mills,West Virginia,"$163,375.00"
Hawkeye,Iowa,"$163,375.00"
Connersville,Indiana,"$163,355.80"
Woodward,Iowa,"$163,333.33"
Lorimor,Iowa,"$163,316.67"
Cloverport,Kentucky,"$163,300.00"
Hazel Crest,Illinois,"$163,210.32"
Wynne,Arkansas,"$163,142.31"
Mexico,Maine,"$163,130.44"
Newton,Mississippi,"$163,100.00"
Virgie,Kentucky,"$163,100.00"
Wayne,West Virginia,"$163,080.00"
Portage,Pennsylvania,"$163,077.78"
Albany,Georgia,"$163,068.22"
Mantachie,Mississippi,"$163,019.90"
Shinglehouse,Pennsylvania,"$163,011.11"
Larimer,Pennsylvania,"$163,000.00"
Lackawanna County,Pennsylvania,"$163,000.00"
Saint Croix,Indiana,"$163,000.00"
Chanute,Kansas,"$162,994.44"
Jefferson Township,Ohio,"$162,974.94"
Altoona,Pennsylvania,"$162,970.67"
Hardin,Missouri,"$162,966.67"
Homer City,Pennsylvania,"$162,960.00"
Manton,Michigan,"$162,940.00"
Bentley,Michigan,"$162,933.33"
Sedalia,Missouri,"$162,920.59"
Dodge,Nebraska,"$162,857.14"
Pocomoke City,Maryland,"$162,840.37"
Blue Hill,Nebraska,"$162,760.00"
Lyndonville,New York,"$162,755.56"
Houlton,Maine,"$162,744.50"
Unionville,Michigan,"$162,720.00"
Larose,Louisiana,"$162,666.67"
Weirton,West Virginia,"$162,636.65"
Toa Baja,Puerto Rico,"$162,597.44"
West Burlington,Iowa,"$162,543.75"
Mifflin,Pennsylvania,"$162,500.00"
Patterson Township,Pennsylvania,"$162,500.00"
Greenville,Missouri,"$162,500.00"
Dover,Kentucky,"$162,500.00"
Aurora T Wi,Wisconsin,"$162,500.00"
Ackerman,Mississippi,"$162,480.00"
Waldo,Arkansas,"$162,475.00"
Centerville,Kansas,"$162,450.00"
Chesterville,Maine,"$162,450.00"
Albany,Indiana,"$162,406.36"
Kipton,Ohio,"$162,400.00"
Williams,Indiana,"$162,400.00"
Ridgeville,Indiana,"$162,400.00"
West Mifflin,Pennsylvania,"$162,390.46"
Gloucester City,New Jersey,"$162,350.88"
Sycamore,Ohio,"$162,350.00"
Baxter Springs,Kansas,"$162,310.87"
Tompkinsville,Kentucky,"$162,279.41"
National City,Michigan,"$162,260.00"
Foster,West Virginia,"$162,250.00"
North Rose,New York,"$162,250.00"
Owingsville,Kentucky,"$162,225.00"
Chicago Heights,Illinois,"$162,212.68"
Sharpsville,Pennsylvania,"$162,207.00"
Rose City,Michigan,"$162,200.00"
Glencoe,Alabama,"$162,200.00"
Frazeysburg,Ohio,"$162,083.33"
Whitney Point,New York,"$162,042.86"
Vandalia,Illinois,"$162,027.78"
Little Falls,New York,"$162,027.59"
Tyrone,Pennsylvania,"$162,025.00"
Bay City,Michigan,"$162,001.28"
Green Pond,South Carolina,"$162,000.00"
Deckerville,Michigan,"$161,960.00"
Mathias Township,Michigan,"$161,950.00"
New London,Ohio,"$161,905.88"
Ainsworth,Nebraska,"$161,783.33"
Webster Springs,West Virginia,"$161,750.00"
Keysville,Georgia,"$161,725.00"
Deshler,Nebraska,"$161,633.33"
Afton,New York,"$161,614.78"
Salem,Ohio,"$161,601.57"
Thompsontown,Pennsylvania,"$161,600.00"
Farmington,Kentucky,"$161,600.00"
Kiester,Minnesota,"$161,566.67"
Waverly,South Dakota,"$161,566.67"
Timpson,Texas,"$161,558.33"
Adger,Alabama,"$161,477.78"
Palco,Kansas,"$161,466.67"
Waucoma,Iowa,"$161,466.67"
North Fairfield,Ohio,"$161,450.00"
Hollandale,Minnesota,"$161,450.00"
Lackawanna,New York,"$161,446.00"
High Hill,Missouri,"$161,333.33"
Beckley,West Virginia,"$161,329.51"
Andover,Ohio,"$161,325.00"
Tishomingo,Mississippi,"$161,300.00"
Mont Alto,Pennsylvania,"$161,283.33"
Ceiba,Puerto Rico,"$161,277.78"
New Castle,Indiana,"$161,268.12"
Hoople,North Dakota,"$161,250.00"
Sterling,Oklahoma,"$161,225.00"
Ringgold,Virginia,"$161,220.00"
Port Kent,New York,"$161,200.00"
Henryetta,Oklahoma,"$161,152.88"
Princeton,Missouri,"$161,026.67"
Willisville,Illinois,"$160,966.67"
Norton,Virginia,"$160,946.67"
Patriot,Ohio,"$160,925.00"
Century,Florida,"$160,914.36"
Auburn,Illinois,"$160,900.00"
Liberty Center,Ohio,"$160,866.67"
Bedford Heights,Ohio,"$160,858.71"
Albia,Iowa,"$160,855.00"
Hillsboro,Ohio,"$160,807.32"
Callaway,Nebraska,"$160,800.00"
Follansbee,West Virginia,"$160,762.63"
Metamora,Indiana,"$160,725.00"
Eastanollee,Georgia,"$160,725.00"
Vernon,Texas,"$160,722.35"
Oneida,New York,"$160,675.73"
Mount Pleasant,Iowa,"$160,636.67"
Clinton,Kentucky,"$160,633.33"
Stewartstown,New Hampshire,"$160,462.50"
Camilla,Georgia,"$160,389.85"
Breese,Illinois,"$160,385.71"
Ripley,West Virginia,"$160,385.10"
Munday,Texas,"$160,350.00"
Woodlynne,New Jersey,"$160,333.00"
New Haven,Kentucky,"$160,325.00"
New Holland,Ohio,"$160,316.67"
Minneapolis,Kansas,"$160,300.00"
Reed City,Michigan,"$160,292.31"
Veedersburg,Indiana,"$160,254.55"
Natrona Heights,Pennsylvania,"$160,211.60"
New Florence,Pennsylvania,"$160,200.00"
Abilene,Kansas,"$160,197.85"
Gallant,Alabama,"$160,125.00"
Taberg,New York,"$160,000.00"
Lindsey,Ohio,"$160,000.00"
Bonnots Mill,Missouri,"$160,000.00"
East Waterford,Pennsylvania,"$160,000.00"
Steele,Kentucky,"$160,000.00"
Dornsife,Pennsylvania,"$160,000.00"
Hope,North Dakota,"$160,000.00"
Stapleton,Nebraska,"$160,000.00"
Olustee,Oklahoma,"$160,000.00"
Wharton,West Virginia,"$160,000.00"
Laneview,Virginia,"$160,000.00"
Chenango Bridge,New York,"$160,000.00"
Ulman,Missouri,"$160,000.00"
Indianola,Nebraska,"$160,000.00"
Tilton,Illinois,"$159,983.33"
Danvers,Illinois,"$159,980.00"
West Edmeston,New York,"$159,975.00"
Goessel,Kansas,"$159,966.67"
Spaulding,Illinois,"$159,966.67"
Stephens,Arkansas,"$159,950.00"
Lynchburg,Missouri,"$159,950.00"
Corinth Village,New York,"$159,950.00"
Eau Claire,Pennsylvania,"$159,950.00"
Green Bay,Virginia,"$159,949.75"
Alma,Wisconsin,"$159,940.00"
Preston Hollow,New York,"$159,933.33"
East Hazel Crest,Illinois,"$159,920.00"
Gladstone,Illinois,"$159,900.00"
Marston,North Carolina,"$159,900.00"
Glen Haven,Wisconsin,"$159,900.00"
Ostrander,Minnesota,"$159,900.00"
Van Buren,Michigan,"$159,900.00"
Minnesota City,Minnesota,"$159,900.00"
Brownsville,Indiana,"$159,900.00"
Goodwater,Alabama,"$159,900.00"
Williamsfield,Illinois,"$159,900.00"
Satanta,Kansas,"$159,900.00"
Newfolden,Minnesota,"$159,900.00"
Fairmount,Illinois,"$159,900.00"
East Liberty,Ohio,"$159,900.00"
Hustontown,Pennsylvania,"$159,900.00"
Winside,Nebraska,"$159,900.00"
Rock Creek,Ohio,"$159,900.00"
Hunter,Oklahoma,"$159,900.00"
Orma,West Virginia,"$159,900.00"
Henderson,Alabama,"$159,900.00"
O'Brien,Florida,"$159,900.00"
College Corner,Ohio,"$159,900.00"
Oakland,Arkansas,"$159,900.00"
Riceville,Iowa,"$159,900.00"
Genoa,Ohio,"$159,890.00"
Cross Lanes,West Virginia,"$159,881.82"
Thornton,Iowa,"$159,750.00"
Shinnston,West Virginia,"$159,746.15"
Leavittsburg,Ohio,"$159,722.22"
Miller,South Dakota,"$159,700.00"
Pattonsburg,Missouri,"$159,700.00"
Spillville,Iowa,"$159,700.00"
Stearns,Kentucky,"$159,681.82"
Alden,Iowa,"$159,677.78"
Evansville,Illinois,"$159,633.33"
Monongahela,Pennsylvania,"$159,582.42"
West Memphis,Arkansas,"$159,578.26"
Menominee,Michigan,"$159,572.73"
Bainbridge,New York,"$159,564.95"
Lecompte,Louisiana,"$159,542.86"
San Lorenzo,Puerto Rico,"$159,541.67"
Corn,Oklahoma,"$159,525.00"
Timewell,Illinois,"$159,500.00"
Camden,Illinois,"$159,500.00"
Lake,West Virginia,"$159,500.00"
Dunnville,Kentucky,"$159,500.00"
Murdock,Minnesota,"$159,500.00"
Strattanville,Pennsylvania,"$159,500.00"
Highland Heights,Kentucky,"$159,492.31"
Lauderdale Lakes,Florida,"$159,470.47"
Charleston,Maine,"$159,450.00"
Bath,New Hampshire,"$159,450.00"
Water Valley,Kentucky,"$159,450.00"
Belmont,Wisconsin,"$159,400.00"
Westmoreland,Kansas,"$159,375.00"
South Euclid,Ohio,"$159,372.31"
Lennon,Michigan,"$159,360.00"
Jessup,Pennsylvania,"$159,360.00"
Burlington,Iowa,"$159,287.95"
Boonville,New York,"$159,275.00"
Loudonville,Ohio,"$159,223.53"
Barker,New York,"$159,211.11"
Monticello,Maine,"$159,166.67"
Rushville,Illinois,"$159,150.00"
Fountain Run,Kentucky,"$159,125.00"
Carey,Ohio,"$159,083.33"
Williamston,North Carolina,"$159,074.14"
Aberdeen,Mississippi,"$159,061.11"
Silvis,Illinois,"$159,005.55"
Columbia,New York,"$159,000.00"
Brockway,Michigan,"$159,000.00"
Oswayo,Pennsylvania,"$159,000.00"
Pisgah,Iowa,"$159,000.00"
Lordstown,Ohio,"$159,000.00"
Langley,Arkansas,"$159,000.00"
Jerry City,Ohio,"$159,000.00"
Plainfield,Vermont,"$159,000.00"
Brinktown,Missouri,"$159,000.00"
Decatur,Mississippi,"$159,000.00"
Eupora,Mississippi,"$158,980.00"
Limestone,New York,"$158,966.67"
Inwood Township,Michigan,"$158,950.00"
Galena,Kansas,"$158,919.79"
Medina,New York,"$158,883.96"
Oak Harbor,Ohio,"$158,862.50"
McRae,Georgia,"$158,862.50"
Lawrenceville,Illinois,"$158,805.00"
Clinton,Maine,"$158,780.00"
Samson,Alabama,"$158,750.00"
Carthage,New York,"$158,736.76"
Farmersburg,Indiana,"$158,712.50"
Jerseyville,Illinois,"$158,694.44"
Clinton,Iowa,"$158,690.98"
Eidson,Tennessee,"$158,680.00"
Saint Regis Falls,New York,"$158,663.64"
Webster City,Iowa,"$158,613.33"
University Park,Illinois,"$158,603.46"
Nutter Fort,West Virginia,"$158,600.00"
Huntington,West Virginia,"$158,590.43"
Maceo,Kentucky,"$158,575.00"
Smithville,Mississippi,"$158,514.29"
Chilhowee,Missouri,"$158,500.00"
Rocky Gap,Virginia,"$158,500.00"
Hinton,West Virginia,"$158,500.00"
Keokuk,Iowa,"$158,479.25"
Standish,Michigan,"$158,460.00"
Huron,South Dakota,"$158,458.82"
Johnstown,New York,"$158,453.06"
Karthaus,Pennsylvania,"$158,450.00"
Collinsville,Virginia,"$158,407.14"
Helena,Arkansas,"$158,383.33"
Autaugaville,Alabama,"$158,380.00"
Carlisle,South Carolina,"$158,333.33"
Sabina,Ohio,"$158,292.31"
Eveleth,Minnesota,"$158,276.19"
Allen,Kentucky,"$158,200.00"
Frostburg,Maryland,"$158,164.93"
Geneva,Ohio,"$158,141.13"
Bluefield,Virginia,"$158,135.24"
Sylvester,Georgia,"$158,123.08"
Anderson,Indiana,"$158,102.71"
Clearfield,Kentucky,"$158,071.43"
Conway,Pennsylvania,"$158,060.00"
Dawson Springs,Kentucky,"$158,014.29"
Cabins,West Virginia,"$158,000.00"
North Chicago,Illinois,"$157,981.06"
Weiner,Arkansas,"$157,960.00"
Coal Grove,Ohio,"$157,925.00"
Mount Vernon,Illinois,"$157,920.87"
Albion,Pennsylvania,"$157,814.00"
Ligonier,Indiana,"$157,785.71"
Clarksburg,Pennsylvania,"$157,772.75"
Millersburg,Kentucky,"$157,760.00"
Dallas,Wisconsin,"$157,700.00"
Ardara,Pennsylvania,"$157,700.00"
Barling,Arkansas,"$157,675.25"
Oconto,Wisconsin,"$157,654.55"
Freeburg,Pennsylvania,"$157,625.00"
Auburn,Nebraska,"$157,615.38"
Anniston,Alabama,"$157,580.40"
Glasgow,Illinois,"$157,500.00"
Lismore,Minnesota,"$157,500.00"
Sontag,Mississippi,"$157,500.00"
Pratts,Virginia,"$157,500.00"
Hughesville,Missouri,"$157,500.00"
Mound City,Missouri,"$157,500.00"
Lapaz,Indiana,"$157,500.00"
Glendale,South Carolina,"$157,489.50"
Quasqueton,Iowa,"$157,450.00"
Cedart,Georgia,"$157,450.00"
Effie,Louisiana,"$157,450.00"
Holladay,Tennessee,"$157,450.00"
Bevier,Missouri,"$157,450.00"
Cohocton,New York,"$157,400.00"
Springdale,Pennsylvania,"$157,391.67"
McGregor,Iowa,"$157,380.00"
Kinsman,Illinois,"$157,350.00"
Fairlawn,Virginia,"$157,350.00"
Glen Daniel,West Virginia,"$157,300.00"
Curtis,Michigan,"$157,280.00"
Bad Axe,Michigan,"$157,264.29"
Carbondale,Illinois,"$157,251.99"
Ivor,Virginia,"$157,250.00"
Paulding,Ohio,"$157,227.27"
Leedey,Oklahoma,"$157,224.75"
Avoca,Pennsylvania,"$157,200.00"
Braceville,Illinois,"$157,200.00"
Flora,Indiana,"$157,133.33"
Woodlawn,Illinois,"$157,116.67"
Richford,Vermont,"$157,100.00"
Edgerton,Ohio,"$157,090.00"
Waynesburg,Kentucky,"$157,055.56"
Norwich,New York,"$157,046.22"
Uneeda,West Virginia,"$157,000.00"
Ary,Kentucky,"$157,000.00"
Ridgely,Tennessee,"$157,000.00"
Wall Lake,Iowa,"$156,940.00"
Dawson,Minnesota,"$156,885.71"
Naubinway,Michigan,"$156,850.00"
Russellton,Pennsylvania,"$156,850.00"
Rices Landing,Pennsylvania,"$156,825.00"
Eubank,Kentucky,"$156,770.00"
Harmon,Illinois,"$156,766.67"
